from pubchempy import get_compounds

# ok = set()
# nok = set()
# need = {'C', 'H', 'N', 'O', 'F', 'P', 'Cl', 'S', 'Br'}
# data = []
# res = []

# def judge(name):
#     if name in ok:
#         return True
#     if name in nok:
#         return False
#     print("need " + name)
#     compounds = get_compounds(name, 'name')
#     compound = compounds[0] if compounds else None
#     if compound:
#         tmp = set(compound.elements)
#         if not tmp.difference(need):
#             ok.add(name)
#             return True
#         else:
#             nok.add(name)
#             return False
#     else:
#         print("Can't get element of " + name)
#         res.append(name)
#         return False

# f = open('other.txt', 'w')
# with open('res.txt', 'r') as reader:
#     first_line = True
#     for line in reader:
#         if first_line:
#             first_line = False
#             continue
#         lines = line.split(';')
#         solute = lines[0]
#         solvent = lines[1]
#         if judge(solute) and judge(solvent):
#             f.write(line)

# f.close()
# f = open('res.txt', 'a')
# f.write('\n' + time.strftime("%Y-%m-%d %H:%M:%S", time.localtime()) + '\n')
# print("{} can't find".format(len(res)))
# for line in res:
#     f.write(line + '\n')
# f.close()

a = set()
cnt = 0
with open('Solv@Tum_reformated.txt', 'r') as reader:
    first_column = True
    for line in reader:
        if first_column:
            first_column = False
            continue
        if line in a:
            cnt += 1
        else:
            a.add(line)

print(cnt)
;PYRIDINE;CCCCOC(=O)C;c1ccncc1;-5.79
O-XYLENE;1-OCTANOL;Cc1ccccc1C;CCCCCCCCO;-5.32
METHYLCYCLOHEXANE;1-OCTANOL;CC1CCCCC1;CCCCCCCCO;-4.16
3-METHYLBUTAN-1-OL;1-OCTANOL;CC(C)CCO;CCCCCCCCO;-6.17
TETRAHYDROPYRAN;1-OCTANOL;C1CCOCC1;CCCCCCCCO;-4.39
3-PENTANONE;1-OCTANOL;CCC(=O)CC;CCCCCCCCO;-4.37
PENTYL ACETATE;1-OCTANOL;CCCCCOC(=O)C;CCCCCCCCO;-5.62
HEXYL ACETATE;1-OCTANOL;CCCCCCOC(=O)C;CCCCCCCCO;-6.25
ISOPROPYL ACETATE;1-OCTANOL;CC(C)OC(=O)C;CCCCCCCCO;-4.0
ISOBUTYL ACETATE;1-OCTANOL;CC(C)COC(=O)C;CCCCCCCCO;-4.71
ETHYL BUTANOATE;1-OCTANOL;CCCC(=O)OCC;CCCCCCCCO;-4.86
NITROETHANE;1-OCTANOL;CC[N+](=O)[O-];CCCCCCCCO;-3.93
DIMETHYL SULFOXIDE;1-OCTANOL;CS(=O)C;CCCCCCCCO;-6.77
M-XYLENE;1-OCTANOL;Cc1cccc(c1)C;CCCCCCCCO;-5.17
ANISOLE;1-OCTANOL;COc1ccccc1;CCCCCCCCO;-5.47
BENZONITRILE;1-OCTANOL;c1ccc(cc1)C#N;CCCCCCCCO;-6.08
PENTANE;BENZONITRILE;CCCCC;c1ccc(cc1)C#N;-2.5
HEXANE;BENZONITRILE;CCCCCC;c1ccc(cc1)C#N;-3.11
HEPTANE;BENZONITRILE;CCCCCCC;c1ccc(cc1)C#N;-3.74
OCTANE;BENZONITRILE;CCCCCCCC;c1ccc(cc1)C#N;-4.36
NONANE;BENZONITRILE;CCCCCCCCC;c1ccc(cc1)C#N;-4.97
DICHLOROMETHANE;BENZONITRILE;C(Cl)Cl;c1ccc(cc1)C#N;-3.78
1,4-DIOXANE;BENZONITRILE;C1COCCO1;c1ccc(cc1)C#N;-5.15
BUTANONE;BENZONITRILE;CCC(=O)C;c1ccc(cc1)C#N;-4.58
PROPIONITRILE;BENZONITRILE;CCC#N;c1ccc(cc1)C#N;-4.82
TRIETHYLAMINE;BENZONITRILE;CCN(CC)CC;c1ccc(cc1)C#N;-4.06
NITROMETHANE;BENZONITRILE;C[N+](=O)[O-];c1ccc(cc1)C#N;-4.92
METHANOL;BENZONITRILE;CO;c1ccc(cc1)C#N;-3.38
ETHANOL;BENZONITRILE;CCO;c1ccc(cc1)C#N;-3.84
TOLUENE;BENZONITRILE;Cc1ccccc1;c1ccc(cc1)C#N;-5.03
CHLOROBENZENE;BENZONITRILE;c1ccc(cc1)Cl;c1ccc(cc1)C#N;-5.63
BROMOETHANE;BENZONITRILE;CCBr;c1ccc(cc1)C#N;-3.41
CARBON DISULFIDE;BENZONITRILE;C(=S)=S;c1ccc(cc1)C#N;-3.18
BENZONITRILE;BENZONITRILE;c1ccc(cc1)C#N;c1ccc(cc1)C#N;-7.31
FLUOROBENZENE;BENZONITRILE;c1ccc(cc1)F;c1ccc(cc1)C#N;-4.53
BENZYL ALCOHOL;BENZONITRILE;c1ccc(cc1)CO;c1ccc(cc1)C#N;-8.0
IODOBENZENE;BENZONITRILE;c1ccc(cc1)I;c1ccc(cc1)C#N;-6.98
PENTANE;N-METHYLFORMAMIDE;CCCCC;C/N=C/O;-1.8
HEXANE;N-METHYLFORMAMIDE;CCCCCC;C/N=C/O;-2.33
HEPTANE;N-METHYLFORMAMIDE;CCCCCCC;C/N=C/O;-2.82
OCTANE;N-METHYLFORMAMIDE;CCCCCCCC;C/N=C/O;-3.32
NONANE;N-METHYLFORMAMIDE;CCCCCCCCC;C/N=C/O;-3.82
DIETHYL ETHER;N-METHYLFORMAMIDE;CCOCC;C/N=C/O;-2.66
DIISOPROPYL ETHER;N-METHYLFORMAMIDE;CC(C)OC(C)C;C/N=C/O;-3.04
ETBE;N-METHYLFORMAMIDE;CCOC(C)(C)C;C/N=C/O;-3.21
TERT-AMYL METHYL ETHER;N-METHYLFORMAMIDE;CCC(C)(C)OC;C/N=C/O;-3.62
METHYL TERT-BUTYL ETHER;N-METHYLFORMAMIDE;CC(C)(C)OC;C/N=C/O;-3.08
1,4-DIOXANE;N-METHYLFORMAMIDE;C1COCCO1;C/N=C/O;-4.86
ACETONE;N-METHYLFORMAMIDE;CC(=O)C;C/N=C/O;-3.82
BUTANONE;N-METHYLFORMAMIDE;CCC(=O)C;C/N=C/O;-4.27
PENTAN-2-ONE;N-METHYLFORMAMIDE;CCCC(=O)C;C/N=C/O;-4.69
METHANOL;N-METHYLFORMAMIDE;CO;C/N=C/O;-4.54
ETHANOL;N-METHYLFORMAMIDE;CCO;C/N=C/O;-4.86
TOLUENE;N-METHYLFORMAMIDE;Cc1ccccc1;C/N=C/O;-4.34
ETHYLBENZENE;N-METHYLFORMAMIDE;CCc1ccccc1;C/N=C/O;-4.82
P-XYLENE;N-METHYLFORMAMIDE;Cc1ccc(cc1)C;C/N=C/O;-4.8
O-XYLENE;N-METHYLFORMAMIDE;Cc1ccccc1C;C/N=C/O;-5.02
METHYLCYCLOHEXANE;N-METHYLFORMAMIDE;CC1CCCCC1;C/N=C/O;-3.18
M-XYLENE;N-METHYLFORMAMIDE;Cc1cccc(c1)C;C/N=C/O;-4.82
N-METHYLFORMAMIDE;N-METHYLFORMAMIDE;C/N=C/O;C/N=C/O;-8.24
PENTANE;FORMAMIDE;CCCCC;C(=O)N;-0.44
HEXANE;FORMAMIDE;CCCCCC;C(=O)N;-0.53
HEPTANE;FORMAMIDE;CCCCCCC;C(=O)N;-0.9
OCTANE;FORMAMIDE;CCCCCCCC;C(=O)N;-1.27
NONANE;FORMAMIDE;CCCCCCCCC;C(=O)N;-1.66
DICHLOROMETHANE;FORMAMIDE;C(Cl)Cl;C(=O)N;-2.67
CHLOROFORM;FORMAMIDE;C(Cl)(Cl)Cl;C(=O)N;-2.91
CARBON TETRACHLORIDE;FORMAMIDE;C(Cl)(Cl)(Cl)Cl;C(=O)N;-2.17
DIETHYL ETHER;FORMAMIDE;CCOCC;C(=O)N;-2.03
TETRAHYDROFURAN;FORMAMIDE;C1CCOC1;C(=O)N;-3.67
ACETONE;FORMAMIDE;CC(=O)C;C(=O)N;-3.72
BUTANONE;FORMAMIDE;CCC(=O)C;C(=O)N;-3.96
PENTAN-2-ONE;FORMAMIDE;CCCC(=O)C;C(=O)N;-4.12
2-HEXANONE;FORMAMIDE;CCCCC(=O)C;C(=O)N;-4.46
2-HEPTANONE;FORMAMIDE;CCCCCC(=O)C;C(=O)N;-4.75
METHYL ACETATE;FORMAMIDE;CC(=O)OC;C(=O)N;-3.27
PROPYL ACETATE;FORMAMIDE;CCCOC(=O)C;C(=O)N;-3.72
BUTYL ACETATE;FORMAMIDE;CCCCOC(=O)C;C(=O)N;-4.07
ACETONITRILE;FORMAMIDE;CC#N;C(=O)N;-4.37
NITROMETHANE;FORMAMIDE;C[N+](=O)[O-];C(=O)N;-4.75
METHANOL;FORMAMIDE;CO;C(=O)N;-4.5
1-PROPANOL;FORMAMIDE;CCCO;C(=O)N;-4.84
N-BUTANOL;FORMAMIDE;CCCCO;C(=O)N;-5.23
PENTANOL;FORMAMIDE;CCCCCO;C(=O)N;-5.65
HEXANOL;FORMAMIDE;CCCCCCO;C(=O)N;-6.04
HEPTAN-1-OL;FORMAMIDE;CCCCCCCO;C(=O)N;-6.38
1-OCTANOL;FORMAMIDE;CCCCCCCCO;C(=O)N;-6.49
NONANOL;FORMAMIDE;CCCCCCCCCO;C(=O)N;-7.22
TOLUENE;FORMAMIDE;Cc1ccccc1;C(=O)N;-3.0
ETHYLBENZENE;FORMAMIDE;CCc1ccccc1;C(=O)N;-3.26
CHLOROBENZENE;FORMAMIDE;c1ccc(cc1)Cl;C(=O)N;-3.57
P-XYLENE;FORMAMIDE;Cc1ccc(cc1)C;C(=O)N;-3.27
ETHYL ACETATE;FORMAMIDE;CCOC(=O)C;C(=O)N;-3.56
O-XYLENE;FORMAMIDE;Cc1ccccc1C;C(=O)N;-3.55
METHYLCYCLOHEXANE;FORMAMIDE;CC1CCCCC1;C(=O)N;-1.42
PENTYL ACETATE;FORMAMIDE;CCCCCOC(=O)C;C(=O)N;-4.32
HEXYL ACETATE;FORMAMIDE;CCCCCCOC(=O)C;C(=O)N;-4.6
M-XYLENE;FORMAMIDE;Cc1cccc(c1)C;C(=O)N;-3.29
FLUOROBENZENE;FORMAMIDE;c1ccc(cc1)F;C(=O)N;-2.8
BROMOBENZENE;FORMAMIDE;c1ccc(cc1)Br;C(=O)N;-4.12
4-METHYLPENTAN-2-ONE;FORMAMIDE;CC(C)CC(=O)C;C(=O)N;-4.19
HEPTYLACETAT;FORMAMIDE;CCCCCCCOC(=O)C;C(=O)N;-4.84
FORMAMIDE;FORMAMIDE;C(=O)N;C(=O)N;-9.96
HEPTANE;2-PENTANOL;CCCCCCC;CCCC(C)O;-3.99
METHANOL;2-PENTANOL;CO;CCCC(C)O;-4.32
1-PROPANOL;2-PENTANOL;CCCO;CCCC(C)O;-5.34
ISOPROPANOL;2-PENTANOL;CC(C)O;CCCC(C)O;-4.85
METHOXYPROPANE;METHOXYPROPANE;CCCOC;CCCOC;-3.53
HEXANE;TERT-AMYL METHYL ETHER;CCCCCC;CCC(C)(C)OC;-3.92
OCTANE;TERT-AMYL METHYL ETHER;CCCCCCCC;CCC(C)(C)OC;-5.28
TERT-AMYL METHYL ETHER;TERT-AMYL METHYL ETHER;CCC(C)(C)OC;CCC(C)(C)OC;-4.46
METHANOL;TERT-AMYL METHYL ETHER;CO;CCC(C)(C)OC;-3.32
DECANE;TERT-AMYL METHYL ETHER;CCCCCCCCCC;CCC(C)(C)OC;-6.77
TERT-BUTANOL;TERT-AMYL METHYL ETHER;CC(C)(C)O;CCC(C)(C)OC;-4.19
PENTANE;DICHLOROMETHANE;CCCCC;C(Cl)Cl;-3.06
HEXANE;DICHLOROMETHANE;CCCCCC;C(Cl)Cl;-3.74
HEPTANE;DICHLOROMETHANE;CCCCCCC;C(Cl)Cl;-4.46
OCTANE;DICHLOROMETHANE;CCCCCCCC;C(Cl)Cl;-5.07
NONANE;DICHLOROMETHANE;CCCCCCCCC;C(Cl)Cl;-5.75
DICHLOROMETHANE;DICHLOROMETHANE;C(Cl)Cl;C(Cl)Cl;-3.86
DIETHYL ETHER;DICHLOROMETHANE;CCOCC;C(Cl)Cl;-3.91
PROPYL ETHER;DICHLOROMETHANE;CCCOCCC;C(Cl)Cl;-5.03
1,4-DIOXANE;DICHLOROMETHANE;C1COCCO1;C(Cl)Cl;-5.83
ACETONE;DICHLOROMETHANE;CC(=O)C;C(Cl)Cl;-4.62
BUTANONE;DICHLOROMETHANE;CCC(=O)C;C(Cl)Cl;-5.27
ACETONITRILE;DICHLOROMETHANE;CC#N;C(Cl)Cl;-4.7
NITROMETHANE;DICHLOROMETHANE;C[N+](=O)[O-];C(Cl)Cl;-4.93
METHANOL;DICHLOROMETHANE;CO;C(Cl)Cl;-3.12
ETHANOL;DICHLOROMETHANE;CCO;C(Cl)Cl;-3.71
TOLUENE;DICHLOROMETHANE;Cc1ccccc1;C(Cl)Cl;-5.49
CHLOROBENZENE;DICHLOROMETHANE;c1ccc(cc1)Cl;C(Cl)Cl;-5.9
ETHYL ACETATE;DICHLOROMETHANE;CCOC(=O)C;C(Cl)Cl;-5.23
2-ETHOXYETHANOL;DICHLOROMETHANE;CCOCCO;C(Cl)Cl;-6.06
1-METHOXYBUTANE;DICHLOROMETHANE;CCCCOC;C(Cl)Cl;-4.71
ISOBUTYL ACETATE;ISOBUTYL ACETATE;CC(C)COC(=O)C;CC(C)COC(=O)C;-5.32
ETHYL BUTANOATE;ETHYL BUTANOATE;CCCC(=O)OCC;CCCC(=O)OCC;-5.45
HEPTANE;DIISOPROPYL ETHER;CCCCCCC;CC(C)OC(C)C;-4.62
OCTANE;DIISOPROPYL ETHER;CCCCCCCC;CC(C)OC(C)C;-5.24
DIISOPROPYL ETHER;DIISOPROPYL ETHER;CC(C)OC(C)C;CC(C)OC(C)C;-4.01
1,4-DIOXANE;DIISOPROPYL ETHER;C1COCCO1;CC(C)OC(C)C;-4.38
BUTANONE;DIISOPROPYL ETHER;CCC(=O)C;CC(C)OC(C)C;-3.88
NITROMETHANE;DIISOPROPYL ETHER;C[N+](=O)[O-];CC(C)OC(C)C;-3.83
METHANOL;DIISOPROPYL ETHER;CO;CC(C)OC(C)C;-3.26
ETHANOL;DIISOPROPYL ETHER;CCO;CC(C)OC(C)C;-3.65
1-PROPANOL;DIISOPROPYL ETHER;CCCO;CC(C)OC(C)C;-4.39
N-BUTANOL;DIISOPROPYL ETHER;CCCCO;CC(C)OC(C)C;-5.14
TOLUENE;DIISOPROPYL ETHER;Cc1ccccc1;CC(C)OC(C)C;-4.87
ISOPROPANOL;DIISOPROPYL ETHER;CC(C)O;CC(C)OC(C)C;-3.86
2,2,4-TRIMETHYLPENTANE;DIISOPROPYL ETHER;CC(C)CC(C)(C)C;CC(C)OC(C)C;-4.57
1-CHLOROBUTANE;DIISOPROPYL ETHER;CCCCCl;CC(C)OC(C)C;-4.22
DICHLOROETHANE;DIISOPROPYL ETHER;C(CCl)Cl;CC(C)OC(C)C;-3.88
ISOBUTANOL;DIISOPROPYL ETHER;CC(C)CO;CC(C)OC(C)C;-4.94
HEXANE;3-METHYLBUTAN-1-OL;CCCCCC;CC(C)CCO;-3.26
HEPTANE;3-METHYLBUTAN-1-OL;CCCCCCC;CC(C)CCO;-3.94
OCTANE;3-METHYLBUTAN-1-OL;CCCCCCCC;CC(C)CCO;-4.64
1,4-DIOXANE;3-METHYLBUTAN-1-OL;C1COCCO1;CC(C)CCO;-4.56
BUTANONE;3-METHYLBUTAN-1-OL;CCC(=O)C;CC(C)CCO;-4.11
NITROMETHANE;3-METHYLBUTAN-1-OL;C[N+](=O)[O-];CC(C)CCO;-3.72
METHANOL;3-METHYLBUTAN-1-OL;CO;CC(C)CCO;-4.19
ETHANOL;3-METHYLBUTAN-1-OL;CCO;CC(C)CCO;-4.79
TOLUENE;3-METHYLBUTAN-1-OL;Cc1ccccc1;CC(C)CCO;-4.5
CHLOROBENZENE;3-METHYLBUTAN-1-OL;c1ccc(cc1)Cl;CC(C)CCO;-5.12
3-METHYLBUTAN-1-OL;3-METHYLBUTAN-1-OL;CC(C)CCO;CC(C)CCO;-6.51
HEXANE;METHOXYETHANOL;CCCCCC;COCCO;-2.71
HEPTANE;METHOXYETHANOL;CCCCCCC;COCCO;-3.22
OCTANE;METHOXYETHANOL;CCCCCCCC;COCCO;-3.79
NONANE;METHOXYETHANOL;CCCCCCCCC;COCCO;-4.24
DICHLOROMETHANE;METHOXYETHANOL;C(Cl)Cl;COCCO;-3.74
TETRAHYDROFURAN;METHOXYETHANOL;C1CCOC1;COCCO;-3.92
1,4-DIOXANE;METHOXYETHANOL;C1COCCO1;COCCO;-4.95
ACETONE;METHOXYETHANOL;CC(=O)C;COCCO;-3.79
BUTANONE;METHOXYETHANOL;CCC(=O)C;COCCO;-4.32
BUTYL ACETATE;METHOXYETHANOL;CCCCOC(=O)C;COCCO;-5.19
ACETONITRILE;METHOXYETHANOL;CC#N;COCCO;-4.31
NITROMETHANE;METHOXYETHANOL;C[N+](=O)[O-];COCCO;-4.97
METHANOL;METHOXYETHANOL;CO;COCCO;-4.25
ETHANOL;METHOXYETHANOL;CCO;COCCO;-4.84
TOLUENE;METHOXYETHANOL;Cc1ccccc1;COCCO;-4.59
ETHYLBENZENE;METHOXYETHANOL;CCc1ccccc1;COCCO;-5.05
CHLOROBENZENE;METHOXYETHANOL;c1ccc(cc1)Cl;COCCO;-5.23
DECANE;METHOXYETHANOL;CCCCCCCCCC;COCCO;-4.73
ISOPROPANOL;METHOXYETHANOL;CC(C)O;COCCO;-4.66
P-XYLENE;METHOXYETHANOL;Cc1ccc(cc1)C;COCCO;-5.07
PYRIDINE;METHOXYETHANOL;c1ccncc1;COCCO;-5.43
O-XYLENE;METHOXYETHANOL;Cc1ccccc1C;COCCO;-5.26
METHYLCYCLOHEXANE;METHOXYETHANOL;CC1CCCCC1;COCCO;-3.47
M-XYLENE;METHOXYETHANOL;Cc1cccc(c1)C;COCCO;-5.1
FLUOROBENZENE;METHOXYETHANOL;c1ccc(cc1)F;COCCO;-4.41
BROMOBENZENE;METHOXYETHANOL;c1ccc(cc1)Br;COCCO;-5.74
UNDECANE;METHOXYETHANOL;CCCCCCCCCCC;COCCO;-5.16
CYCLOOCTANE;METHOXYETHANOL;C1CCCCCCC1;COCCO;-4.55
METHOXYETHANOL;METHOXYETHANOL;COCCO;COCCO;-5.96
PENTANE;OCTANE;CCCCC;CCCCCCCC;-3.21
HEXANE;OCTANE;CCCCCC;CCCCCCCC;-3.9
HEPTANE;OCTANE;CCCCCCC;CCCCCCCC;-4.6
OCTANE;OCTANE;CCCCCCCC;CCCCCCCC;-5.33
NONANE;OCTANE;CCCCCCCCC;CCCCCCCC;-5.99
DICHLOROMETHANE;OCTANE;C(Cl)Cl;CCCCCCCC;-2.86
CHLOROFORM;OCTANE;C(Cl)(Cl)Cl;CCCCCCCC;-3.52
CARBON TETRACHLORIDE;OCTANE;C(Cl)(Cl)(Cl)Cl;CCCCCCCC;-3.98
DIETHYL ETHER;OCTANE;CCOCC;CCCCCCCC;-3.05
DIISOPROPYL ETHER;OCTANE;CC(C)OC(C)C;CCCCCCCC;-3.84
DIBUTYL ETHER;OCTANE;CCCCOCCCC;CCCCCCCC;-5.78
METHYL TERT-BUTYL ETHER;OCTANE;CC(C)(C)OC;CCCCCCCC;-3.51
TETRAHYDROFURAN;OCTANE;C1CCOC1;CCCCCCCC;-3.66
ACETONE;OCTANE;CC(=O)C;CCCCCCCC;-2.52
BUTANONE;OCTANE;CCC(=O)C;CCCCCCCC;-3.23
PENTAN-2-ONE;OCTANE;CCCC(=O)C;CCCCCCCC;-3.87
2-HEXANONE;OCTANE;CCCCC(=O)C;CCCCCCCC;-4.6
2-HEPTANONE;OCTANE;CCCCCC(=O)C;CCCCCCCC;-5.25
METHYL ACETATE;OCTANE;CC(=O)OC;CCCCCCCC;-2.88
PROPYL ACETATE;OCTANE;CCCOC(=O)C;CCCCCCCC;-4.02
BUTYL ACETATE;OCTANE;CCCCOC(=O)C;CCCCCCCC;-4.9
ACETONITRILE;OCTANE;CC#N;CCCCCCCC;-2.17
PROPIONITRILE;OCTANE;CCC#N;CCCCCCCC;-2.84
NITROMETHANE;OCTANE;C[N+](=O)[O-];CCCCCCCC;-2.62
METHANOL;OCTANE;CO;CCCCCCCC;-1.45
ETHANOL;OCTANE;CCO;CCCCCCCC;-2.18
1-PROPANOL;OCTANE;CCCO;CCCCCCCC;-2.91
N-BUTANOL;OCTANE;CCCCO;CCCCCCCC;-3.62
PENTANOL;OCTANE;CCCCCO;CCCCCCCC;-4.27
HEXANOL;OCTANE;CCCCCCO;CCCCCCCC;-4.99
BROMOETHANE;OCTANE;CCBr;CCCCCCCC;-2.99
CARBON DISULFIDE;OCTANE;C(=S)=S;CCCCCCCC;-3.29
ETHYL ACETATE;OCTANE;CCOC(=O)C;CCCCCCCC;-3.4
2,2,4-TRIMETHYLPENTANE;OCTANE;CC(C)CC(C)(C)C;CCCCCCCC;-4.46
DECAN-1-OL;OCTANE;CCCCCCCCCCO;CCCCCCCC;-7.87
DICHLOROETHANE;OCTANE;C(CCl)Cl;CCCCCCCC;-3.7
ISOBUTANOL;OCTANE;CC(C)CO;CCCCCCCC;-3.33
3-METHYLBUTAN-1-OL;OCTANE;CC(C)CCO;CCCCCCCC;-3.98
PENTYL ACETATE;OCTANE;CCCCCOC(=O)C;CCCCCCCC;-5.42
ETHYL BUTANOATE;OCTANE;CCCC(=O)OCC;CCCCCCCC;-4.69
NITROETHANE;OCTANE;CC[N+](=O)[O-];CCCCCCCC;-3.37
TERT-AMYL ALCOHOL;OCTANE;CCC(C)(C)O;CCCCCCCC;-3.99
4-METHYLPENTAN-2-OL;OCTANE;CC(C)CC(C)O;CCCCCCCC;-4.63
PHENYLAMINE;OCTANE;c1ccc(cc1)N;CCCCCCCC;-4.84
M-CRESOL;OCTANE;Cc1cccc(c1)O;CCCCCCCC;-5.79
4-METHYLPENTAN-2-ONE;OCTANE;CC(C)CC(=O)C;CCCCCCCC;-4.34
ETBE;ETBE;CCOC(C)(C)C;CCOC(C)(C)C;-4.13
PENTANE;NITROMETHANE;CCCCC;C[N+](=O)[O-];-1.81
HEXANE;NITROMETHANE;CCCCCC;C[N+](=O)[O-];-2.26
HEPTANE;NITROMETHANE;CCCCCCC;C[N+](=O)[O-];-2.69
OCTANE;NITROMETHANE;CCCCCCCC;C[N+](=O)[O-];-3.13
NONANE;NITROMETHANE;CCCCCCCCC;C[N+](=O)[O-];-3.58
BUTANONE;NITROMETHANE;CCC(=O)C;C[N+](=O)[O-];-4.77
ETHANOL;NITROMETHANE;CCO;C[N+](=O)[O-];-3.88
TOLUENE;NITROMETHANE;Cc1ccccc1;C[N+](=O)[O-];-4.6
PENTANE;P-XYLENE;CCCCC;Cc1ccc(cc1)C;-3.14
HEXANE;P-XYLENE;CCCCCC;Cc1ccc(cc1)C;-3.84
HEPTANE;P-XYLENE;CCCCCCC;Cc1ccc(cc1)C;-4.55
OCTANE;P-XYLENE;CCCCCCCC;Cc1ccc(cc1)C;-5.24
NONANE;P-XYLENE;CCCCCCCCC;Cc1ccc(cc1)C;-5.91
DICHLOROMETHANE;P-XYLENE;C(Cl)Cl;Cc1ccc(cc1)C;-3.55
CARBON TETRACHLORIDE;P-XYLENE;C(Cl)(Cl)(Cl)Cl;Cc1ccc(cc1)C;-4.35
1,4-DIOXANE;P-XYLENE;C1COCCO1;Cc1ccc(cc1)C;-4.77
ACETONE;P-XYLENE;CC(=O)C;Cc1ccc(cc1)C;-3.39
BUTANONE;P-XYLENE;CCC(=O)C;Cc1ccc(cc1)C;-4.22
ACETONITRILE;P-XYLENE;CC#N;Cc1ccc(cc1)C;-3.44
TRIETHYLAMINE;P-XYLENE;CCN(CC)CC;Cc1ccc(cc1)C;-4.52
NITROMETHANE;P-XYLENE;C[N+](=O)[O-];Cc1ccc(cc1)C;-4.09
ETHANOL;P-XYLENE;CCO;Cc1ccc(cc1)C;-3.03
1-PROPANOL;P-XYLENE;CCCO;Cc1ccc(cc1)C;-3.73
N-BUTANOL;P-XYLENE;CCCCO;Cc1ccc(cc1)C;-4.49
TOLUENE;P-XYLENE;Cc1ccccc1;Cc1ccc(cc1)C;-5.1
CHLOROBENZENE;P-XYLENE;c1ccc(cc1)Cl;Cc1ccc(cc1)C;-5.53
DECANE;P-XYLENE;CCCCCCCCCC;Cc1ccc(cc1)C;-6.68
BROMOETHANE;P-XYLENE;CCBr;Cc1ccc(cc1)C;-3.41
ISOPROPANOL;P-XYLENE;CC(C)O;Cc1ccc(cc1)C;-3.39
CARBON DISULFIDE;P-XYLENE;C(=S)=S;Cc1ccc(cc1)C;-3.55
P-XYLENE;P-XYLENE;Cc1ccc(cc1)C;Cc1ccc(cc1)C;-5.77
ETHYL ACETATE;P-XYLENE;CCOC(=O)C;Cc1ccc(cc1)C;-4.21
DICHLOROETHANE;P-XYLENE;C(CCl)Cl;Cc1ccc(cc1)C;-4.41
ISOBUTANOL;P-XYLENE;CC(C)CO;Cc1ccc(cc1)C;-4.25
TERT-BUTANOL;P-XYLENE;CC(C)(C)O;Cc1ccc(cc1)C;-3.36
3-METHYLBUTAN-1-OL;P-XYLENE;CC(C)CCO;Cc1ccc(cc1)C;-4.93
DICHLOROMETHANE;O-XYLENE;C(Cl)Cl;Cc1ccccc1C;-3.58
CARBON TETRACHLORIDE;O-XYLENE;C(Cl)(Cl)(Cl)Cl;Cc1ccccc1C;-4.34
ACETONE;O-XYLENE;CC(=O)C;Cc1ccccc1C;-3.36
N-BUTANOL;O-XYLENE;CCCCO;Cc1ccccc1C;-4.46
PENTANOL;O-XYLENE;CCCCCO;Cc1ccccc1C;-5.21
HEXANOL;O-XYLENE;CCCCCCO;Cc1ccccc1C;-5.91
CHLOROBENZENE;O-XYLENE;c1ccc(cc1)Cl;Cc1ccccc1C;-5.59
DICHLOROETHANE;O-XYLENE;C(CCl)Cl;Cc1ccccc1C;-4.42
O-XYLENE;O-XYLENE;Cc1ccccc1C;Cc1ccccc1C;-5.95
3-METHYLBUTAN-1-OL;O-XYLENE;CC(C)CCO;Cc1ccccc1C;-4.94
PENTANE;DODECANE;CCCCC;CCCCCCCCCCCC;-3.08
HEXANE;DODECANE;CCCCCC;CCCCCCCCCCCC;-3.72
HEPTANE;DODECANE;CCCCCCC;CCCCCCCCCCCC;-4.42
OCTANE;DODECANE;CCCCCCCC;CCCCCCCCCCCC;-5.12
NONANE;DODECANE;CCCCCCCCC;CCCCCCCCCCCC;-5.8
ACETONE;DODECANE;CC(=O)C;CCCCCCCCCCCC;-2.47
ETHANOL;DODECANE;CCO;CCCCCCCCCCCC;-2.06
1-PROPANOL;DODECANE;CCCO;CCCCCCCCCCCC;-2.77
N-BUTANOL;DODECANE;CCCCO;CCCCCCCCCCCC;-3.53
PENTANOL;DODECANE;CCCCCO;CCCCCCCCCCCC;-4.24
HEXANOL;DODECANE;CCCCCCO;CCCCCCCCCCCC;-4.87
HEPTAN-1-OL;DODECANE;CCCCCCCO;CCCCCCCCCCCC;-5.35
ANISOLE;DODECANE;COc1ccccc1;CCCCCCCCCCCC;-5.27
NITROBENZENE;DODECANE;c1ccc(cc1)[N+](=O)[O-];CCCCCCCCCCCC;-6.07
BENZYL ALCOHOL;DODECANE;c1ccc(cc1)CO;CCCCCCCCCCCC;-5.58
4-OCTANOL;DODECANE;CCCCC(CCC)O;CCCCCCCCCCCC;-6.02
DODECANE;DODECANE;CCCCCCCCCCCC;CCCCCCCCCCCC;-7.97
2-ETHOXYETHANOL;DODECANE;CCOCCO;CCCCCCCCCCCC;-3.83
ACETOPHENONE;DODECANE;CC(=O)c1ccccc1;CCCCCCCCCCCC;-6.11
2-PROPOXYETHANOL;DODECANE;CCCOCCO;CCCCCCCCCCCC;-4.6
2-BUTOXYETHANOL;DODECANE;CCCCOCCO;CCCCCCCCCCCC;-5.27
TRIBUTYL PHOSPHATE;DODECANE;CCCCOP(=O)(OCCCC)OCCCC;CCCCCCCCCCCC;-10.1
PENTANE;N-METHYLPYRROLIDONE;CCCCC;CN1CCCC1=O;-2.17
